Country,Year,Value,Indicator,Color,Baseline,UpDown
Kiribati,2020,138.0,Average dietary energy adequacy,green,100.0,Up
Marshall Islands,2020,,Average dietary energy adequacy,gray,100.0,Up
Micronesia (Federated States of),2020,,Average dietary energy adequacy,gray,100.0,Up
Nauru,2020,,Average dietary energy adequacy,gray,100.0,Up
New Caledonia,2020,122.0,Average dietary energy adequacy,green,100.0,Up
Niue,2020,,Average dietary energy adequacy,gray,100.0,Up
Palau,2020,,Average dietary energy adequacy,gray,100.0,Up
Papua New Guinea,2020,102.0,Average dietary energy adequacy,green,100.0,Up
Samoa,2020,131.0,Average dietary energy adequacy,green,100.0,Up
Solomon Islands,2020,111.0,Average dietary energy adequacy,green,100.0,Up
Tokelau,2020,,Average dietary energy adequacy,gray,100.0,Up
Tonga,2020,,Average dietary energy adequacy,gray,100.0,Up
Tuvalu,2020,,Average dietary energy adequacy,gray,100.0,Up
Vanuatu,2020,122.0,Average dietary energy adequacy,green,100.0,Up
American Samoa,2001,,Average Protein Supply,gray,60.0,Up
Cook Islands,2001,,Average Protein Supply,gray,60.0,Up
Fiji,2001,73.3,Average Protein Supply,green,60.0,Up
French Polynesia,2001,94.7,Average Protein Supply,green,60.0,Up
Kiribati,2001,70.3,Average Protein Supply,green,60.0,Up
Marshall Islands,2001,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2001,,Average Protein Supply,gray,60.0,Up
Nauru,2001,,Average Protein Supply,gray,60.0,Up
New Caledonia,2001,80.0,Average Protein Supply,green,60.0,Up
Niue,2001,,Average Protein Supply,gray,60.0,Up
Palau,2001,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2001,,Average Protein Supply,gray,60.0,Up
Samoa,2001,76.3,Average Protein Supply,green,60.0,Up
Solomon Islands,2001,51.0,Average Protein Supply,red,60.0,Up
Tokelau,2001,,Average Protein Supply,gray,60.0,Up
Tonga,2001,,Average Protein Supply,gray,60.0,Up
Tuvalu,2001,,Average Protein Supply,gray,60.0,Up
Vanuatu,2001,62.3,Average Protein Supply,green,60.0,Up
American Samoa,2002,,Average Protein Supply,gray,60.0,Up
Cook Islands,2002,,Average Protein Supply,gray,60.0,Up
Fiji,2002,74.3,Average Protein Supply,green,60.0,Up
French Polynesia,2002,96.3,Average Protein Supply,green,60.0,Up
Kiribati,2002,71.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2002,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2002,,Average Protein Supply,gray,60.0,Up
Nauru,2002,,Average Protein Supply,gray,60.0,Up
New Caledonia,2002,81.7,Average Protein Supply,green,60.0,Up
Niue,2002,,Average Protein Supply,gray,60.0,Up
Palau,2002,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2002,,Average Protein Supply,gray,60.0,Up
Samoa,2002,77.3,Average Protein Supply,green,60.0,Up
Solomon Islands,2002,51.0,Average Protein Supply,red,60.0,Up
Tokelau,2002,,Average Protein Supply,gray,60.0,Up
Tonga,2002,,Average Protein Supply,gray,60.0,Up
Tuvalu,2002,,Average Protein Supply,gray,60.0,Up
Vanuatu,2002,62.3,Average Protein Supply,green,60.0,Up
American Samoa,2003,,Average Protein Supply,gray,60.0,Up
Cook Islands,2003,,Average Protein Supply,gray,60.0,Up
Fiji,2003,75.0,Average Protein Supply,green,60.0,Up
French Polynesia,2003,97.7,Average Protein Supply,green,60.0,Up
Kiribati,2003,70.7,Average Protein Supply,green,60.0,Up
Marshall Islands,2003,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2003,,Average Protein Supply,gray,60.0,Up
Nauru,2003,,Average Protein Supply,gray,60.0,Up
New Caledonia,2003,81.3,Average Protein Supply,green,60.0,Up
Niue,2003,,Average Protein Supply,gray,60.0,Up
Palau,2003,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2003,,Average Protein Supply,gray,60.0,Up
Samoa,2003,76.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2003,52.3,Average Protein Supply,red,60.0,Up
Tokelau,2003,,Average Protein Supply,gray,60.0,Up
Tonga,2003,,Average Protein Supply,gray,60.0,Up
Tuvalu,2003,,Average Protein Supply,gray,60.0,Up
Vanuatu,2003,63.0,Average Protein Supply,green,60.0,Up
American Samoa,2004,,Average Protein Supply,gray,60.0,Up
Cook Islands,2004,,Average Protein Supply,gray,60.0,Up
Fiji,2004,75.7,Average Protein Supply,green,60.0,Up
French Polynesia,2004,98.0,Average Protein Supply,green,60.0,Up
Kiribati,2004,72.4,Average Protein Supply,green,60.0,Up
Marshall Islands,2004,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2004,,Average Protein Supply,gray,60.0,Up
Nauru,2004,,Average Protein Supply,gray,60.0,Up
New Caledonia,2004,81.3,Average Protein Supply,green,60.0,Up
Niue,2004,,Average Protein Supply,gray,60.0,Up
Palau,2004,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2004,,Average Protein Supply,gray,60.0,Up
Samoa,2004,77.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2004,52.7,Average Protein Supply,red,60.0,Up
Tokelau,2004,,Average Protein Supply,gray,60.0,Up
Tonga,2004,,Average Protein Supply,gray,60.0,Up
Tuvalu,2004,,Average Protein Supply,gray,60.0,Up
Vanuatu,2004,63.7,Average Protein Supply,green,60.0,Up
American Samoa,2005,,Average Protein Supply,gray,60.0,Up
Cook Islands,2005,,Average Protein Supply,gray,60.0,Up
Fiji,2005,76.3,Average Protein Supply,green,60.0,Up
French Polynesia,2005,97.7,Average Protein Supply,green,60.0,Up
Kiribati,2005,73.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2005,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2005,,Average Protein Supply,gray,60.0,Up
Nauru,2005,,Average Protein Supply,gray,60.0,Up
New Caledonia,2005,81.0,Average Protein Supply,green,60.0,Up
Niue,2005,,Average Protein Supply,gray,60.0,Up
Palau,2005,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2005,,Average Protein Supply,gray,60.0,Up
Samoa,2005,76.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2005,53.3,Average Protein Supply,red,60.0,Up
Tokelau,2005,,Average Protein Supply,gray,60.0,Up
Tonga,2005,,Average Protein Supply,gray,60.0,Up
Tuvalu,2005,,Average Protein Supply,gray,60.0,Up
Vanuatu,2005,64.3,Average Protein Supply,green,60.0,Up
American Samoa,2006,,Average Protein Supply,gray,60.0,Up
Cook Islands,2006,,Average Protein Supply,gray,60.0,Up
Fiji,2006,75.3,Average Protein Supply,green,60.0,Up
French Polynesia,2006,98.3,Average Protein Supply,green,60.0,Up
Kiribati,2006,73.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2006,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2006,,Average Protein Supply,gray,60.0,Up
Nauru,2006,,Average Protein Supply,gray,60.0,Up
New Caledonia,2006,81.7,Average Protein Supply,green,60.0,Up
Niue,2006,,Average Protein Supply,gray,60.0,Up
Palau,2006,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2006,,Average Protein Supply,gray,60.0,Up
Samoa,2006,76.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2006,53.7,Average Protein Supply,red,60.0,Up
Tokelau,2006,,Average Protein Supply,gray,60.0,Up
Tonga,2006,,Average Protein Supply,gray,60.0,Up
Tuvalu,2006,,Average Protein Supply,gray,60.0,Up
Vanuatu,2006,65.7,Average Protein Supply,green,60.0,Up
American Samoa,2007,,Average Protein Supply,gray,60.0,Up
Cook Islands,2007,,Average Protein Supply,gray,60.0,Up
Fiji,2007,75.0,Average Protein Supply,green,60.0,Up
French Polynesia,2007,98.7,Average Protein Supply,green,60.0,Up
Kiribati,2007,71.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2007,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2007,,Average Protein Supply,gray,60.0,Up
Nauru,2007,,Average Protein Supply,gray,60.0,Up
New Caledonia,2007,81.3,Average Protein Supply,green,60.0,Up
Niue,2007,,Average Protein Supply,gray,60.0,Up
Palau,2007,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2007,,Average Protein Supply,gray,60.0,Up
Samoa,2007,77.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2007,54.0,Average Protein Supply,red,60.0,Up
Tokelau,2007,,Average Protein Supply,gray,60.0,Up
Tonga,2007,,Average Protein Supply,gray,60.0,Up
Tuvalu,2007,,Average Protein Supply,gray,60.0,Up
Vanuatu,2007,67.0,Average Protein Supply,green,60.0,Up
American Samoa,2008,,Average Protein Supply,gray,60.0,Up
Cook Islands,2008,,Average Protein Supply,gray,60.0,Up
Fiji,2008,73.0,Average Protein Supply,green,60.0,Up
French Polynesia,2008,99.3,Average Protein Supply,green,60.0,Up
Kiribati,2008,70.7,Average Protein Supply,green,60.0,Up
Marshall Islands,2008,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2008,,Average Protein Supply,gray,60.0,Up
Nauru,2008,,Average Protein Supply,gray,60.0,Up
New Caledonia,2008,82.3,Average Protein Supply,green,60.0,Up
Niue,2008,,Average Protein Supply,gray,60.0,Up
Palau,2008,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2008,,Average Protein Supply,gray,60.0,Up
Samoa,2008,78.3,Average Protein Supply,green,60.0,Up
Solomon Islands,2008,54.0,Average Protein Supply,red,60.0,Up
Tokelau,2008,,Average Protein Supply,gray,60.0,Up
Tonga,2008,,Average Protein Supply,gray,60.0,Up
Tuvalu,2008,,Average Protein Supply,gray,60.0,Up
Vanuatu,2008,68.0,Average Protein Supply,green,60.0,Up
American Samoa,2009,,Average Protein Supply,gray,60.0,Up
Cook Islands,2009,,Average Protein Supply,gray,60.0,Up
Fiji,2009,71.6,Average Protein Supply,green,60.0,Up
French Polynesia,2009,98.3,Average Protein Supply,green,60.0,Up
Kiribati,2009,70.7,Average Protein Supply,green,60.0,Up
Marshall Islands,2009,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2009,,Average Protein Supply,gray,60.0,Up
Nauru,2009,,Average Protein Supply,gray,60.0,Up
New Caledonia,2009,83.4,Average Protein Supply,green,60.0,Up
Niue,2009,,Average Protein Supply,gray,60.0,Up
Palau,2009,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2009,20.8,Average Protein Supply,red,60.0,Up
Samoa,2009,81.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2009,54.7,Average Protein Supply,red,60.0,Up
Tokelau,2009,,Average Protein Supply,gray,60.0,Up
Tonga,2009,,Average Protein Supply,gray,60.0,Up
Tuvalu,2009,,Average Protein Supply,gray,60.0,Up
Vanuatu,2009,67.7,Average Protein Supply,green,60.0,Up
American Samoa,2010,,Average Protein Supply,gray,60.0,Up
Cook Islands,2010,,Average Protein Supply,gray,60.0,Up
Fiji,2010,70.3,Average Protein Supply,green,60.0,Up
French Polynesia,2010,97.7,Average Protein Supply,green,60.0,Up
Kiribati,2010,72.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2010,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2010,,Average Protein Supply,gray,60.0,Up
Nauru,2010,,Average Protein Supply,gray,60.0,Up
New Caledonia,2010,86.0,Average Protein Supply,green,60.0,Up
Niue,2010,,Average Protein Supply,gray,60.0,Up
Palau,2010,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2010,41.8,Average Protein Supply,red,60.0,Up
Samoa,2010,82.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2010,55.7,Average Protein Supply,red,60.0,Up
Tokelau,2010,,Average Protein Supply,gray,60.0,Up
Tonga,2010,,Average Protein Supply,gray,60.0,Up
Tuvalu,2010,,Average Protein Supply,gray,60.0,Up
Vanuatu,2010,67.3,Average Protein Supply,green,60.0,Up
American Samoa,2011,,Average Protein Supply,gray,60.0,Up
Cook Islands,2011,,Average Protein Supply,gray,60.0,Up
Fiji,2011,70.3,Average Protein Supply,green,60.0,Up
French Polynesia,2011,97.7,Average Protein Supply,green,60.0,Up
Kiribati,2011,71.3,Average Protein Supply,green,60.0,Up
Marshall Islands,2011,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2011,,Average Protein Supply,gray,60.0,Up
Nauru,2011,,Average Protein Supply,gray,60.0,Up
New Caledonia,2011,87.7,Average Protein Supply,green,60.0,Up
Niue,2011,,Average Protein Supply,gray,60.0,Up
Palau,2011,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2011,62.0,Average Protein Supply,green,60.0,Up
Samoa,2011,85.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2011,56.7,Average Protein Supply,red,60.0,Up
Tokelau,2011,,Average Protein Supply,gray,60.0,Up
Tonga,2011,,Average Protein Supply,gray,60.0,Up
Tuvalu,2011,,Average Protein Supply,gray,60.0,Up
Vanuatu,2011,67.0,Average Protein Supply,green,60.0,Up
American Samoa,2012,,Average Protein Supply,gray,60.0,Up
Cook Islands,2012,,Average Protein Supply,gray,60.0,Up
Fiji,2012,70.0,Average Protein Supply,green,60.0,Up
French Polynesia,2012,97.7,Average Protein Supply,green,60.0,Up
Kiribati,2012,70.6,Average Protein Supply,green,60.0,Up
Marshall Islands,2012,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2012,,Average Protein Supply,gray,60.0,Up
Nauru,2012,,Average Protein Supply,gray,60.0,Up
New Caledonia,2012,88.3,Average Protein Supply,green,60.0,Up
Niue,2012,,Average Protein Supply,gray,60.0,Up
Palau,2012,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2012,62.3,Average Protein Supply,green,60.0,Up
Samoa,2012,85.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2012,56.3,Average Protein Supply,red,60.0,Up
Tokelau,2012,,Average Protein Supply,gray,60.0,Up
Tonga,2012,,Average Protein Supply,gray,60.0,Up
Tuvalu,2012,,Average Protein Supply,gray,60.0,Up
Vanuatu,2012,67.0,Average Protein Supply,green,60.0,Up
American Samoa,2013,,Average Protein Supply,gray,60.0,Up
Cook Islands,2013,,Average Protein Supply,gray,60.0,Up
Fiji,2013,70.0,Average Protein Supply,green,60.0,Up
French Polynesia,2013,98.0,Average Protein Supply,green,60.0,Up
Kiribati,2013,69.7,Average Protein Supply,green,60.0,Up
Marshall Islands,2013,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2013,,Average Protein Supply,gray,60.0,Up
Nauru,2013,,Average Protein Supply,gray,60.0,Up
New Caledonia,2013,88.7,Average Protein Supply,green,60.0,Up
Niue,2013,,Average Protein Supply,gray,60.0,Up
Palau,2013,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2013,63.0,Average Protein Supply,green,60.0,Up
Samoa,2013,86.3,Average Protein Supply,green,60.0,Up
Solomon Islands,2013,56.0,Average Protein Supply,red,60.0,Up
Tokelau,2013,,Average Protein Supply,gray,60.0,Up
Tonga,2013,,Average Protein Supply,gray,60.0,Up
Tuvalu,2013,,Average Protein Supply,gray,60.0,Up
Vanuatu,2013,67.0,Average Protein Supply,green,60.0,Up
American Samoa,2014,,Average Protein Supply,gray,60.0,Up
Cook Islands,2014,,Average Protein Supply,gray,60.0,Up
Fiji,2014,70.7,Average Protein Supply,green,60.0,Up
French Polynesia,2014,98.0,Average Protein Supply,green,60.0,Up
Kiribati,2014,70.3,Average Protein Supply,green,60.0,Up
Marshall Islands,2014,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2014,,Average Protein Supply,gray,60.0,Up
Nauru,2014,,Average Protein Supply,gray,60.0,Up
New Caledonia,2014,87.3,Average Protein Supply,green,60.0,Up
Niue,2014,,Average Protein Supply,gray,60.0,Up
Palau,2014,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2014,64.4,Average Protein Supply,green,60.0,Up
Samoa,2014,86.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2014,55.3,Average Protein Supply,red,60.0,Up
Tokelau,2014,,Average Protein Supply,gray,60.0,Up
Tonga,2014,,Average Protein Supply,gray,60.0,Up
Tuvalu,2014,,Average Protein Supply,gray,60.0,Up
Vanuatu,2014,67.0,Average Protein Supply,green,60.0,Up
American Samoa,2015,,Average Protein Supply,gray,60.0,Up
Cook Islands,2015,,Average Protein Supply,gray,60.0,Up
Fiji,2015,71.7,Average Protein Supply,green,60.0,Up
French Polynesia,2015,97.0,Average Protein Supply,green,60.0,Up
Kiribati,2015,71.3,Average Protein Supply,green,60.0,Up
Marshall Islands,2015,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2015,,Average Protein Supply,gray,60.0,Up
Nauru,2015,,Average Protein Supply,gray,60.0,Up
New Caledonia,2015,86.7,Average Protein Supply,green,60.0,Up
Niue,2015,,Average Protein Supply,gray,60.0,Up
Palau,2015,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2015,65.3,Average Protein Supply,green,60.0,Up
Samoa,2015,87.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2015,55.3,Average Protein Supply,red,60.0,Up
Tokelau,2015,,Average Protein Supply,gray,60.0,Up
Tonga,2015,,Average Protein Supply,gray,60.0,Up
Tuvalu,2015,,Average Protein Supply,gray,60.0,Up
Vanuatu,2015,66.0,Average Protein Supply,green,60.0,Up
American Samoa,2016,,Average Protein Supply,gray,60.0,Up
Cook Islands,2016,,Average Protein Supply,gray,60.0,Up
Fiji,2016,71.3,Average Protein Supply,green,60.0,Up
French Polynesia,2016,96.0,Average Protein Supply,green,60.0,Up
Kiribati,2016,71.7,Average Protein Supply,green,60.0,Up
Marshall Islands,2016,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2016,,Average Protein Supply,gray,60.0,Up
Nauru,2016,,Average Protein Supply,gray,60.0,Up
New Caledonia,2016,85.7,Average Protein Supply,green,60.0,Up
Niue,2016,,Average Protein Supply,gray,60.0,Up
Palau,2016,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2016,65.0,Average Protein Supply,green,60.0,Up
Samoa,2016,88.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2016,54.3,Average Protein Supply,red,60.0,Up
Tokelau,2016,,Average Protein Supply,gray,60.0,Up
Tonga,2016,,Average Protein Supply,gray,60.0,Up
Tuvalu,2016,,Average Protein Supply,gray,60.0,Up
Vanuatu,2016,65.0,Average Protein Supply,green,60.0,Up
American Samoa,2017,,Average Protein Supply,gray,60.0,Up
Cook Islands,2017,,Average Protein Supply,gray,60.0,Up
Fiji,2017,73.0,Average Protein Supply,green,60.0,Up
French Polynesia,2017,95.3,Average Protein Supply,green,60.0,Up
Kiribati,2017,71.0,Average Protein Supply,green,60.0,Up
Marshall Islands,2017,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2017,,Average Protein Supply,gray,60.0,Up
Nauru,2017,,Average Protein Supply,gray,60.0,Up
New Caledonia,2017,86.0,Average Protein Supply,green,60.0,Up
Niue,2017,,Average Protein Supply,gray,60.0,Up
Palau,2017,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2017,64.3,Average Protein Supply,green,60.0,Up
Samoa,2017,87.7,Average Protein Supply,green,60.0,Up
Solomon Islands,2017,53.3,Average Protein Supply,red,60.0,Up
Tokelau,2017,,Average Protein Supply,gray,60.0,Up
Tonga,2017,,Average Protein Supply,gray,60.0,Up
Tuvalu,2017,,Average Protein Supply,gray,60.0,Up
Vanuatu,2017,64.0,Average Protein Supply,green,60.0,Up
American Samoa,2018,,Average Protein Supply,gray,60.0,Up
Cook Islands,2018,,Average Protein Supply,gray,60.0,Up
Fiji,2018,75.0,Average Protein Supply,green,60.0,Up
French Polynesia,2018,95.3,Average Protein Supply,green,60.0,Up
Kiribati,2018,70.3,Average Protein Supply,green,60.0,Up
Marshall Islands,2018,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2018,,Average Protein Supply,gray,60.0,Up
Nauru,2018,,Average Protein Supply,gray,60.0,Up
New Caledonia,2018,86.7,Average Protein Supply,green,60.0,Up
Niue,2018,,Average Protein Supply,gray,60.0,Up
Palau,2018,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2018,64.0,Average Protein Supply,green,60.0,Up
Samoa,2018,88.0,Average Protein Supply,green,60.0,Up
Solomon Islands,2018,52.3,Average Protein Supply,red,60.0,Up
Tokelau,2018,,Average Protein Supply,gray,60.0,Up
Tonga,2018,,Average Protein Supply,gray,60.0,Up
Tuvalu,2018,,Average Protein Supply,gray,60.0,Up
Vanuatu,2018,64.0,Average Protein Supply,green,60.0,Up
American Samoa,2019,,Average Protein Supply,gray,60.0,Up
Cook Islands,2019,,Average Protein Supply,gray,60.0,Up
Fiji,2019,,Average Protein Supply,gray,60.0,Up
French Polynesia,2019,,Average Protein Supply,gray,60.0,Up
Kiribati,2019,,Average Protein Supply,gray,60.0,Up
Marshall Islands,2019,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2019,,Average Protein Supply,gray,60.0,Up
Nauru,2019,,Average Protein Supply,gray,60.0,Up
New Caledonia,2019,,Average Protein Supply,gray,60.0,Up
Niue,2019,,Average Protein Supply,gray,60.0,Up
Palau,2019,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2019,,Average Protein Supply,gray,60.0,Up
Samoa,2019,,Average Protein Supply,gray,60.0,Up
Solomon Islands,2019,,Average Protein Supply,gray,60.0,Up
Tokelau,2019,,Average Protein Supply,gray,60.0,Up
Tonga,2019,,Average Protein Supply,gray,60.0,Up
Tuvalu,2019,,Average Protein Supply,gray,60.0,Up
Vanuatu,2019,,Average Protein Supply,gray,60.0,Up
American Samoa,2020,,Average Protein Supply,gray,60.0,Up
Cook Islands,2020,,Average Protein Supply,gray,60.0,Up
Fiji,2020,,Average Protein Supply,gray,60.0,Up
French Polynesia,2020,,Average Protein Supply,gray,60.0,Up
Kiribati,2020,,Average Protein Supply,gray,60.0,Up
Marshall Islands,2020,,Average Protein Supply,gray,60.0,Up
Micronesia (Federated States of),2020,,Average Protein Supply,gray,60.0,Up
Nauru,2020,,Average Protein Supply,gray,60.0,Up
New Caledonia,2020,,Average Protein Supply,gray,60.0,Up
Niue,2020,,Average Protein Supply,gray,60.0,Up
Palau,2020,,Average Protein Supply,gray,60.0,Up
Papua New Guinea,2020,,Average Protein Supply,gray,60.0,Up
Samoa,2020,,Average Protein Supply,gray,60.0,Up
Solomon Islands,2020,,Average Protein Supply,gray,60.0,Up
Tokelau,2020,,Average Protein Supply,gray,60.0,Up
Tonga,2020,,Average Protein Supply,gray,60.0,Up
Tuvalu,2020,,Average Protein Supply,gray,60.0,Up
Vanuatu,2020,,Average Protein Supply,gray,60.0,Up
Fiji,2006,3.2e-05,Direct disaster economic loss,red,0.05,Down
Kiribati,2006,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2006,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2006,,Direct disaster economic loss,gray,0.05,Down
Palau,2006,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2006,0.000156,Direct disaster economic loss,red,0.05,Down
Samoa,2006,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2006,,Direct disaster economic loss,gray,0.05,Down
Tonga,2006,2.2e-05,Direct disaster economic loss,red,0.05,Down
Vanuatu,2006,,Direct disaster economic loss,gray,0.05,Down
Fiji,2007,2.4e-05,Direct disaster economic loss,red,0.05,Down
Kiribati,2007,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2007,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2007,,Direct disaster economic loss,gray,0.05,Down
Palau,2007,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2007,0.010955,Direct disaster economic loss,red,0.05,Down
Samoa,2007,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2007,,Direct disaster economic loss,gray,0.05,Down
Tonga,2007,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2007,4.8e-05,Direct disaster economic loss,red,0.05,Down
Fiji,2008,0.000386,Direct disaster economic loss,red,0.05,Down
Kiribati,2008,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2008,0.001007,Direct disaster economic loss,red,0.05,Down
Micronesia (Federated States of),2008,,Direct disaster economic loss,gray,0.05,Down
Palau,2008,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2008,0.011788,Direct disaster economic loss,red,0.05,Down
Samoa,2008,0.000167,Direct disaster economic loss,red,0.05,Down
Solomon Islands,2008,,Direct disaster economic loss,gray,0.05,Down
Tonga,2008,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2008,0.000157,Direct disaster economic loss,red,0.05,Down
Fiji,2009,0.008112,Direct disaster economic loss,red,0.05,Down
Kiribati,2009,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2009,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2009,,Direct disaster economic loss,gray,0.05,Down
Palau,2009,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2009,0.000226,Direct disaster economic loss,red,0.05,Down
Samoa,2009,0.04659,Direct disaster economic loss,red,0.05,Down
Solomon Islands,2009,0.00373,Direct disaster economic loss,red,0.05,Down
Tonga,2009,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2009,0.002649,Direct disaster economic loss,red,0.05,Down
Fiji,2010,0.00784,Direct disaster economic loss,red,0.05,Down
Kiribati,2010,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2010,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2010,,Direct disaster economic loss,gray,0.05,Down
Palau,2010,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2010,,Direct disaster economic loss,gray,0.05,Down
Samoa,2010,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2010,0.006881,Direct disaster economic loss,red,0.05,Down
Tonga,2010,0.012747,Direct disaster economic loss,red,0.05,Down
Vanuatu,2010,0.004383,Direct disaster economic loss,red,0.05,Down
Fiji,2011,0.000324,Direct disaster economic loss,red,0.05,Down
Kiribati,2011,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2011,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2011,,Direct disaster economic loss,gray,0.05,Down
Palau,2011,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2011,,Direct disaster economic loss,gray,0.05,Down
Samoa,2011,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2011,0.000124,Direct disaster economic loss,red,0.05,Down
Tonga,2011,0.002687,Direct disaster economic loss,red,0.05,Down
Vanuatu,2011,0.001856,Direct disaster economic loss,red,0.05,Down
Fiji,2012,0.035599,Direct disaster economic loss,red,0.05,Down
Kiribati,2012,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2012,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2012,,Direct disaster economic loss,gray,0.05,Down
Palau,2012,0.029145,Direct disaster economic loss,red,0.05,Down
Papua New Guinea,2012,5.1e-05,Direct disaster economic loss,red,0.05,Down
Samoa,2012,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2012,0.000916,Direct disaster economic loss,red,0.05,Down
Tonga,2012,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2012,0.00036,Direct disaster economic loss,red,0.05,Down
Fiji,2013,,Direct disaster economic loss,gray,0.05,Down
Kiribati,2013,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2013,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2013,,Direct disaster economic loss,gray,0.05,Down
Palau,2013,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2013,8.1e-05,Direct disaster economic loss,red,0.05,Down
Samoa,2013,,Direct disaster economic loss,gray,0.05,Down
