Year,Region,Indicator,Avg_Region
2017,Europe & Central Asia,Supply Chain Infrastructure,65.1
2017,Europe & Central Asia,Sustainable Agriculture,78.3
2017,Europe & Central Asia,Telecommunications,75.7
2017,Latin America & Caribbean,Access to Agricultural Resources,50.1
2017,Latin America & Caribbean,Access to Diversified Financial Services,36.8
2017,Latin America & Caribbean,Access to Financial Services,71.1
2017,Latin America & Caribbean,Adoptation of Innovative Technologies,71.9
2017,Latin America & Caribbean,Agricultural GDP,89.7
2017,Latin America & Caribbean,Agricultural Production Volatility,76.4
2017,Latin America & Caribbean,Agricultural R&D,27.4
2017,Latin America & Caribbean,Agricultural Trade,74.9
2017,Latin America & Caribbean,Agricultural Water Quality,42.1
2017,Latin America & Caribbean,Agricultural Water Quantity,52.6
2017,Latin America & Caribbean,Agricultural Women Empowerment,42.1
2017,Latin America & Caribbean,Armed Conflict,82.9
2017,Latin America & Caribbean,Biodiversity and Habitat,54.7
2017,Latin America & Caribbean,Community Organizations,100.0
2017,Latin America & Caribbean,Corruption,31.6
2017,Latin America & Caribbean,Crop Storage Facilities,84.2
2017,Latin America & Caribbean,Dependency on Chronic Food Aid,78.9
2017,Latin America & Caribbean,Disaster Risk Management,40.2
2017,Latin America & Caribbean,Early Warning Measures,18.4
2017,Latin America & Caribbean,Ecosystem Services,27.4
2017,Latin America & Caribbean,Financial Capital,70.4
2017,Latin America & Caribbean,Food Dietary Diversity,49.3
2017,Latin America & Caribbean,Food Loss,73.2
2017,Latin America & Caribbean,Food Price Volatility,67.5
2017,Latin America & Caribbean,Food Safety,88.2
2017,Latin America & Caribbean,Food Safety Net Programs,78.7
2017,Latin America & Caribbean,Food Security Policy Commitment,60.1
2017,Latin America & Caribbean,Food Supply Sufficiency,63.9
2017,Latin America & Caribbean,Food Systems Resilience Score,64.0
2017,Latin America & Caribbean,Forest Change,64.2
2017,Latin America & Caribbean,Gender Equality,58.0
2017,Latin America & Caribbean,Green House Emission Per Capita,49.5
2017,Latin America & Caribbean,Human Capital,74.0
2017,Latin America & Caribbean,Income Inequality,47.7
2017,Latin America & Caribbean,Irrigation Infrastructure,12.1
2017,Latin America & Caribbean,KOFGI Globalization Index,60.5
2017,Latin America & Caribbean,Labor Force Participation Rate,62.6
2017,Latin America & Caribbean,Land Degradation,61.5
2017,Latin America & Caribbean,Literacy Rate,93.9
2017,Latin America & Caribbean,Manufactured Capital,50.3
2017,Latin America & Caribbean,Micronutrient Availability,67.9
2017,Latin America & Caribbean,Natural Capital,47.1
2017,Latin America & Caribbean,Natural Hazard Exposure,71.0
2017,Latin America & Caribbean,Nutritional Standards,73.4
2017,Latin America & Caribbean,Per Capita GDP,56.8
2017,Latin America & Caribbean,Political Stability Risk,58.2
2017,Latin America & Caribbean,Population Growth Rate,80.2
2017,Latin America & Caribbean,Poverty Population,87.4
2017,Latin America & Caribbean,Protein Quality,65.8
2017,Latin America & Caribbean,Social Capital,66.4
2017,Latin America & Caribbean,Soil Organic Content,34.0
2017,Latin America & Caribbean,Supply Chain Infrastructure,41.4
2017,Latin America & Caribbean,Sustainable Agriculture,63.2
2017,Latin America & Caribbean,Telecommunications,69.9
2017,Middle East & North Africa,Access to Agricultural Resources,42.8
2017,Middle East & North Africa,Access to Diversified Financial Services,32.1
2017,Middle East & North Africa,Access to Financial Services,78.6
2017,Middle East & North Africa,Adoptation of Innovative Technologies,26.2
2017,Middle East & North Africa,Agricultural GDP,89.6
2017,Middle East & North Africa,Agricultural Production Volatility,60.7
2017,Middle East & North Africa,Agricultural R&D,31.4
2017,Middle East & North Africa,Agricultural Trade,69.6
2017,Middle East & North Africa,Agricultural Water Quality,67.9
2017,Middle East & North Africa,Agricultural Water Quantity,7.1
2017,Middle East & North Africa,Agricultural Women Empowerment,0.0
2017,Middle East & North Africa,Armed Conflict,64.3
2017,Middle East & North Africa,Biodiversity and Habitat,28.2
2017,Middle East & North Africa,Community Organizations,64.3
2017,Middle East & North Africa,Corruption,39.3
2017,Middle East & North Africa,Crop Storage Facilities,64.3
2017,Middle East & North Africa,Dependency on Chronic Food Aid,64.3
2017,Middle East & North Africa,Disaster Risk Management,22.3
2017,Middle East & North Africa,Early Warning Measures,14.3
2017,Middle East & North Africa,Ecosystem Services,58.1
2017,Middle East & North Africa,Financial Capital,67.3
2017,Middle East & North Africa,Food Dietary Diversity,48.3
2017,Middle East & North Africa,Food Loss,78.9
2017,Middle East & North Africa,Food Price Volatility,79.8
2017,Middle East & North Africa,Food Safety,82.1
2017,Middle East & North Africa,Food Safety Net Programs,80.6
2017,Middle East & North Africa,Food Security Policy Commitment,24.5
2017,Middle East & North Africa,Food Supply Sufficiency,66.8
2017,Middle East & North Africa,Food Systems Resilience Score,55.3
2017,Middle East & North Africa,Forest Change,73.5
2017,Middle East & North Africa,Gender Equality,60.6
2017,Middle East & North Africa,Green House Emission Per Capita,36.8
2017,Middle East & North Africa,Human Capital,63.3
2017,Middle East & North Africa,Income Inequality,57.5
2017,Middle East & North Africa,Irrigation Infrastructure,36.3
2017,Middle East & North Africa,KOFGI Globalization Index,64.1
2017,Middle East & North Africa,Labor Force Participation Rate,53.2
2017,Middle East & North Africa,Land Degradation,85.0
2017,Middle East & North Africa,Literacy Rate,90.6
2017,Middle East & North Africa,Manufactured Capital,47.6
2017,Middle East & North Africa,Micronutrient Availability,67.7
2017,Middle East & North Africa,Natural Capital,46.3
2017,Middle East & North Africa,Natural Hazard Exposure,68.9
2017,Middle East & North Africa,Nutritional Standards,60.6
2017,Middle East & North Africa,Per Capita GDP,53.0
2017,Middle East & North Africa,Political Stability Risk,39.6
2017,Middle East & North Africa,Population Growth Rate,55.8
2017,Middle East & North Africa,Poverty Population,92.7
2017,Middle East & North Africa,Protein Quality,70.8
2017,Middle East & North Africa,Social Capital,49.8
2017,Middle East & North Africa,Soil Organic Content,3.8
2017,Middle East & North Africa,Supply Chain Infrastructure,52.0
2017,Middle East & North Africa,Sustainable Agriculture,28.6
2017,Middle East & North Africa,Telecommunications,80.9
2017,North America,Access to Agricultural Resources,50.0
2017,North America,Access to Diversified Financial Services,100.0
2017,North America,Access to Financial Services,100.0
2017,North America,Adoptation of Innovative Technologies,50.0
2017,North America,Agricultural GDP,98.3
2017,North America,Agricultural Production Volatility,64.6
2017,North America,Agricultural R&D,33.0
2017,North America,Agricultural Trade,81.6
2017,North America,Agricultural Water Quality,100.0
2017,North America,Agricultural Water Quantity,62.5
2017,North America,Agricultural Women Empowerment,50.0
2017,North America,Armed Conflict,100.0
2017,North America,Biodiversity and Habitat,40.8
2017,North America,Community Organizations,100.0
2017,North America,Corruption,87.5
2017,North America,Crop Storage Facilities,50.0
2017,North America,Dependency on Chronic Food Aid,100.0
2017,North America,Disaster Risk Management,50.0
2017,North America,Early Warning Measures,100.0
2017,North America,Ecosystem Services,27.9
2017,North America,Financial Capital,90.2
2017,North America,Food Dietary Diversity,63.8
2017,North America,Food Loss,82.2
2017,North America,Food Price Volatility,97.5
2017,North America,Food Safety,98.8
2017,North America,Food Safety Net Programs,100.0
2017,North America,Food Security Policy Commitment,0.0
2017,North America,Food Supply Sufficiency,93.0
2017,North America,Food Systems Resilience Score,71.1
2017,North America,Forest Change,74.1
2017,North America,Gender Equality,82.4
2017,North America,Green House Emission Per Capita,4.0
2017,North America,Human Capital,86.7
2017,North America,Income Inequality,73.6
2017,North America,Irrigation Infrastructure,8.8
2017,North America,KOFGI Globalization Index,70.0
2017,North America,Labor Force Participation Rate,63.8
2017,North America,Land Degradation,76.7
2017,North America,Literacy Rate,NA
2017,North America,Manufactured Capital,56.3
2017,North America,Micronutrient Availability,79.5
2017,North America,Natural Capital,47.0
2017,North America,Natural Hazard Exposure,73.9
2017,North America,Nutritional Standards,94.4
2017,North America,Per Capita GDP,85.6
2017,North America,Political Stability Risk,85.0
2017,North America,Population Growth Rate,87.2
2017,North America,Poverty Population,99.2
2017,North America,Protein Quality,89.5
2017,North America,Social Capital,79.9
2017,North America,Soil Organic Content,43.6
2017,North America,Supply Chain Infrastructure,78.6
2017,North America,Sustainable Agriculture,100.0
2017,North America,Telecommunications,59.1
2017,South Asia,Access to Agricultural Resources,46.3
2017,South Asia,Access to Diversified Financial Services,40.0
2017,South Asia,Access to Financial Services,60.0
2017,South Asia,Adoptation of Innovative Technologies,33.3
2017,South Asia,Agricultural GDP,73.2
2017,South Asia,Agricultural Production Volatility,80.9
2017,South Asia,Agricultural R&D,31.6
2017,South Asia,Agricultural Trade,60.3
2017,South Asia,Agricultural Water Quality,5.0
2017,South Asia,Agricultural Water Quantity,25.0
2017,South Asia,Agricultural Women Empowerment,40.0
2017,South Asia,Armed Conflict,65.0
2017,South Asia,Biodiversity and Habitat,37.4
2017,South Asia,Community Organizations,90.0
2017,South Asia,Corruption,20.0
2017,South Asia,Crop Storage Facilities,80.0
2017,South Asia,Dependency on Chronic Food Aid,100.0
2017,South Asia,Disaster Risk Management,53.9
2017,South Asia,Early Warning Measures,0.0
2017,South Asia,Ecosystem Services,43.9
2017,South Asia,Financial Capital,57.3
2017,South Asia,Food Dietary Diversity,42.1
2017,South Asia,Food Loss,70.3
2017,South Asia,Food Price Volatility,75.7
2017,South Asia,Food Safety,78.1
2017,South Asia,Food Safety Net Programs,70.5
2017,South Asia,Food Security Policy Commitment,81.0
2017,South Asia,Food Supply Sufficiency,69.0
2017,South Asia,Food Systems Resilience Score,53.2
2017,South Asia,Forest Change,74.1
2017,South Asia,Gender Equality,48.8
2017,South Asia,Green House Emission Per Capita,76.5
2017,South Asia,Human Capital,55.8
2017,South Asia,Income Inequality,49.4
2017,South Asia,Irrigation Infrastructure,78.1
2017,South Asia,KOFGI Globalization Index,50.0
2017,South Asia,Labor Force Participation Rate,57.9
2017,South Asia,Land Degradation,44.0
2017,South Asia,Literacy Rate,72.6
2017,South Asia,Manufactured Capital,46.0
2017,South Asia,Micronutrient Availability,52.1
2017,South Asia,Natural Capital,48.4
2017,South Asia,Natural Hazard Exposure,62.3
2017,South Asia,Nutritional Standards,70.6
2017,South Asia,Per Capita GDP,32.7
2017,South Asia,Political Stability Risk,54.0
2017,South Asia,Population Growth Rate,60.9
2017,South Asia,Poverty Population,54.5
2017,South Asia,Protein Quality,45.3
2017,South Asia,Social Capital,64.0
2017,South Asia,Soil Organic Content,34.2
2017,South Asia,Supply Chain Infrastructure,33.9
2017,South Asia,Sustainable Agriculture,50.0
2017,South Asia,Telecommunications,48.3
2017,Sub-Saharan Africa,Access to Agricultural Resources,46.4
2017,Sub-Saharan Africa,Access to Diversified Financial Services,11.5
2017,Sub-Saharan Africa,Access to Financial Services,30.8
2017,Sub-Saharan Africa,Adoptation of Innovative Technologies,26.9
2017,Sub-Saharan Africa,Agricultural GDP,66.8
2017,Sub-Saharan Africa,Agricultural Production Volatility,61.9
2017,Sub-Saharan Africa,Agricultural R&D,21.8
2017,Sub-Saharan Africa,Agricultural Trade,63.0
2017,Sub-Saharan Africa,Agricultural Water Quality,2.8
2017,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2017,Sub-Saharan Africa,Agricultural Women Empowerment,25.0
2017,Sub-Saharan Africa,Armed Conflict,69.2
2017,Sub-Saharan Africa,Biodiversity and Habitat,51.8
2017,Sub-Saharan Africa,Community Organizations,63.5
2017,Sub-Saharan Africa,Corruption,22.1
2017,Sub-Saharan Africa,Crop Storage Facilities,73.1
2017,Sub-Saharan Africa,Dependency on Chronic Food Aid,61.5
2017,Sub-Saharan Africa,Disaster Risk Management,32.6
2017,Sub-Saharan Africa,Early Warning Measures,44.2
2017,Sub-Saharan Africa,Ecosystem Services,33.1
2017,Sub-Saharan Africa,Financial Capital,47.2
2017,Sub-Saharan Africa,Food Dietary Diversity,46.9
2017,Sub-Saharan Africa,Food Loss,61.6
2017,Sub-Saharan Africa,Food Price Volatility,57.8
2017,Sub-Saharan Africa,Food Safety,37.6
2017,Sub-Saharan Africa,Food Safety Net Programs,41.5
2017,Sub-Saharan Africa,Food Security Policy Commitment,44.9
2017,Sub-Saharan Africa,Food Supply Sufficiency,50.3
2017,Sub-Saharan Africa,Food Systems Resilience Score,48.8
2017,Sub-Saharan Africa,Forest Change,64.1
2017,Sub-Saharan Africa,Gender Equality,42.9
2017,Sub-Saharan Africa,Green House Emission Per Capita,75.4
2017,Sub-Saharan Africa,Human Capital,54.4
2017,Sub-Saharan Africa,Income Inequality,34.3
2017,Sub-Saharan Africa,Irrigation Infrastructure,1.7
2017,Sub-Saharan Africa,KOFGI Globalization Index,49.9
2017,Sub-Saharan Africa,Labor Force Participation Rate,65.5
2017,Sub-Saharan Africa,Land Degradation,62.0
2017,Sub-Saharan Africa,Literacy Rate,60.2
2017,Sub-Saharan Africa,Manufactured Capital,42.2
2017,Sub-Saharan Africa,Micronutrient Availability,71.6
2017,Sub-Saharan Africa,Natural Capital,49.4
2017,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2017,Sub-Saharan Africa,Nutritional Standards,55.4
2017,Sub-Saharan Africa,Per Capita GDP,26.3
2017,Sub-Saharan Africa,Political Stability Risk,45.8
2017,Sub-Saharan Africa,Population Growth Rate,48.4
2017,Sub-Saharan Africa,Poverty Population,30.1
2017,Sub-Saharan Africa,Protein Quality,41.1
2017,Sub-Saharan Africa,Social Capital,47.2
2017,Sub-Saharan Africa,Soil Organic Content,18.4
2017,Sub-Saharan Africa,Supply Chain Infrastructure,31.4
2017,Sub-Saharan Africa,Sustainable Agriculture,42.3
2017,Sub-Saharan Africa,Telecommunications,40.4
2018,East Asia & Pacific,Access to Agricultural Resources,55.8
2018,East Asia & Pacific,Access to Diversified Financial Services,50.0
2018,East Asia & Pacific,Access to Financial Services,75.0
2018,East Asia & Pacific,Adoptation of Innovative Technologies,42.8
2018,East Asia & Pacific,Agricultural GDP,80.0
2018,East Asia & Pacific,Agricultural Production Volatility,87.9
2018,East Asia & Pacific,Agricultural R&D,43.4
2018,East Asia & Pacific,Agricultural Trade,74.9
2018,East Asia & Pacific,Agricultural Water Quality,35.7
2018,East Asia & Pacific,Agricultural Water Quantity,46.4
2018,East Asia & Pacific,Agricultural Women Empowerment,39.3
2018,East Asia & Pacific,Armed Conflict,73.2
2018,East Asia & Pacific,Biodiversity and Habitat,40.5
2018,East Asia & Pacific,Community Organizations,89.3
2018,East Asia & Pacific,Corruption,42.9
2018,East Asia & Pacific,Crop Storage Facilities,50.0
2018,East Asia & Pacific,Dependency on Chronic Food Aid,71.4
2018,East Asia & Pacific,Disaster Risk Management,52.3
2018,East Asia & Pacific,Early Warning Measures,35.7
2018,East Asia & Pacific,Ecosystem Services,22.1
2018,East Asia & Pacific,Financial Capital,64.9
2018,East Asia & Pacific,Food Dietary Diversity,49.6
2018,East Asia & Pacific,Food Loss,79.7
2018,East Asia & Pacific,Food Price Volatility,91.0
2018,East Asia & Pacific,Food Safety,90.9
2018,East Asia & Pacific,Food Safety Net Programs,86.7
2018,East Asia & Pacific,Food Security Policy Commitment,39.8
2018,East Asia & Pacific,Food Supply Sufficiency,64.1
2018,East Asia & Pacific,Food Systems Resilience Score,59.3
2018,East Asia & Pacific,Forest Change,66.8
2018,East Asia & Pacific,Gender Equality,71.4
2018,East Asia & Pacific,Green House Emission Per Capita,48.9
2018,East Asia & Pacific,Human Capital,74.2
2018,East Asia & Pacific,Income Inequality,60.9
2018,East Asia & Pacific,Irrigation Infrastructure,36.0
2018,East Asia & Pacific,KOFGI Globalization Index,59.4
2018,East Asia & Pacific,Labor Force Participation Rate,65.3
2018,East Asia & Pacific,Land Degradation,61.3
2018,East Asia & Pacific,Literacy Rate,93.0
2018,East Asia & Pacific,Manufactured Capital,51.6
2018,East Asia & Pacific,Micronutrient Availability,61.1
2018,East Asia & Pacific,Natural Capital,43.4
2018,East Asia & Pacific,Natural Hazard Exposure,64.6
2018,East Asia & Pacific,Nutritional Standards,73.0
2018,East Asia & Pacific,Per Capita GDP,52.4
2018,East Asia & Pacific,Political Stability Risk,61.1
2018,East Asia & Pacific,Population Growth Rate,78.7
2018,East Asia & Pacific,Poverty Population,86.7
2018,East Asia & Pacific,Protein Quality,72.4
2018,East Asia & Pacific,Social Capital,64.8
2018,East Asia & Pacific,Soil Organic Content,43.9
2018,East Asia & Pacific,Supply Chain Infrastructure,54.8
2018,East Asia & Pacific,Sustainable Agriculture,60.7
2018,East Asia & Pacific,Telecommunications,76.2
2018,Europe & Central Asia,Access to Agricultural Resources,53.0
2018,Europe & Central Asia,Access to Diversified Financial Services,90.0
2018,Europe & Central Asia,Access to Financial Services,96.7
2018,Europe & Central Asia,Adoptation of Innovative Technologies,66.7
2018,Europe & Central Asia,Agricultural GDP,91.0
2018,Europe & Central Asia,Agricultural Production Volatility,62.1
2018,Europe & Central Asia,Agricultural R&D,35.0
2018,Europe & Central Asia,Agricultural Trade,75.3
2018,Europe & Central Asia,Agricultural Water Quality,70.0
2018,Europe & Central Asia,Agricultural Water Quantity,41.7
2018,Europe & Central Asia,Agricultural Women Empowerment,6.7
2018,Europe & Central Asia,Armed Conflict,85.0
2018,Europe & Central Asia,Biodiversity and Habitat,63.2
2018,Europe & Central Asia,Community Organizations,93.3
2018,Europe & Central Asia,Corruption,52.5
2018,Europe & Central Asia,Crop Storage Facilities,96.7
2018,Europe & Central Asia,Dependency on Chronic Food Aid,83.3
2018,Europe & Central Asia,Disaster Risk Management,66.8
2018,Europe & Central Asia,Early Warning Measures,80.0
2018,Europe & Central Asia,Ecosystem Services,35.8
2018,Europe & Central Asia,Financial Capital,78.2
2018,Europe & Central Asia,Food Dietary Diversity,62.0
2018,Europe & Central Asia,Food Loss,85.2
2018,Europe & Central Asia,Food Price Volatility,77.5
2018,Europe & Central Asia,Food Safety,97.6
2018,Europe & Central Asia,Food Safety Net Programs,95.1
2018,Europe & Central Asia,Food Security Policy Commitment,19.1
2018,Europe & Central Asia,Food Supply Sufficiency,78.5
2018,Europe & Central Asia,Food Systems Resilience Score,69.9
2018,Europe & Central Asia,Forest Change,77.0
2018,Europe & Central Asia,Gender Equality,84.9
2018,Europe & Central Asia,Green House Emission Per Capita,32.8
2018,Europe & Central Asia,Human Capital,79.6
2018,Europe & Central Asia,Income Inequality,70.9
2018,Europe & Central Asia,Irrigation Infrastructure,19.1
2018,Europe & Central Asia,KOFGI Globalization Index,74.8
2018,Europe & Central Asia,Labor Force Participation Rate,58.3
2018,Europe & Central Asia,Land Degradation,80.7
2018,Europe & Central Asia,Literacy Rate,98.8
2018,Europe & Central Asia,Manufactured Capital,66.9
2018,Europe & Central Asia,Micronutrient Availability,70.2
2018,Europe & Central Asia,Natural Capital,52.2
2018,Europe & Central Asia,Natural Hazard Exposure,67.9
2018,Europe & Central Asia,Nutritional Standards,85.5
2018,Europe & Central Asia,Per Capita GDP,66.2
2018,Europe & Central Asia,Political Stability Risk,64.2
2018,Europe & Central Asia,Population Growth Rate,89.7
2018,Europe & Central Asia,Poverty Population,95.2
2018,Europe & Central Asia,Protein Quality,90.9
2018,Europe & Central Asia,Social Capital,67.0
2018,Europe & Central Asia,Soil Organic Content,38.7
2018,Europe & Central Asia,Supply Chain Infrastructure,65.1
2018,Europe & Central Asia,Sustainable Agriculture,78.3
2018,Europe & Central Asia,Telecommunications,74.4
2018,Latin America & Caribbean,Access to Agricultural Resources,51.6
2018,Latin America & Caribbean,Access to Diversified Financial Services,44.7
2018,Latin America & Caribbean,Access to Financial Services,71.1
2018,Latin America & Caribbean,Adoptation of Innovative Technologies,70.2
2018,Latin America & Caribbean,Agricultural GDP,89.6
2018,Latin America & Caribbean,Agricultural Production Volatility,76.4
2018,Latin America & Caribbean,Agricultural R&D,26.0
2018,Latin America & Caribbean,Agricultural Trade,75.3
2018,Latin America & Caribbean,Agricultural Water Quality,42.1
2018,Latin America & Caribbean,Agricultural Water Quantity,52.6
2018,Latin America & Caribbean,Agricultural Women Empowerment,42.1
2018,Latin America & Caribbean,Armed Conflict,81.6
2018,Latin America & Caribbean,Biodiversity and Habitat,55.2
2018,Latin America & Caribbean,Community Organizations,100.0
2018,Latin America & Caribbean,Corruption,31.6
2018,Latin America & Caribbean,Crop Storage Facilities,84.2
2018,Latin America & Caribbean,Dependency on Chronic Food Aid,73.7
2018,Latin America & Caribbean,Disaster Risk Management,46.0
2018,Latin America & Caribbean,Early Warning Measures,18.4
2018,Latin America & Caribbean,Ecosystem Services,27.5
2018,Latin America & Caribbean,Financial Capital,71.2
2018,Latin America & Caribbean,Food Dietary Diversity,48.7
2018,Latin America & Caribbean,Food Loss,73.3
2018,Latin America & Caribbean,Food Price Volatility,76.3
2018,Latin America & Caribbean,Food Safety,87.9
2018,Latin America & Caribbean,Food Safety Net Programs,78.7
2018,Latin America & Caribbean,Food Security Policy Commitment,68.4
2018,Latin America & Caribbean,Food Supply Sufficiency,61.5
2018,Latin America & Caribbean,Food Systems Resilience Score,64.3
2018,Latin America & Caribbean,Forest Change,64.5
2018,Latin America & Caribbean,Gender Equality,57.7
2018,Latin America & Caribbean,Green House Emission Per Capita,49.3
2018,Latin America & Caribbean,Human Capital,75.0
2018,Latin America & Caribbean,Income Inequality,48.4
2018,Latin America & Caribbean,Irrigation Infrastructure,12.4
2018,Latin America & Caribbean,KOFGI Globalization Index,60.6
2018,Latin America & Caribbean,Labor Force Participation Rate,62.7
2018,Latin America & Caribbean,Land Degradation,61.5
2018,Latin America & Caribbean,Literacy Rate,93.7
2018,Latin America & Caribbean,Manufactured Capital,50.8
2018,Latin America & Caribbean,Micronutrient Availability,67.3
2018,Latin America & Caribbean,Natural Capital,47.0
2018,Latin America & Caribbean,Natural Hazard Exposure,71.0
2018,Latin America & Caribbean,Nutritional Standards,76.3
2018,Latin America & Caribbean,Per Capita GDP,56.7
2018,Latin America & Caribbean,Political Stability Risk,57.1
2018,Latin America & Caribbean,Population Growth Rate,81.6
2018,Latin America & Caribbean,Poverty Population,87.4
2018,Latin America & Caribbean,Protein Quality,66.7
2018,Latin America & Caribbean,Social Capital,66.7
2018,Latin America & Caribbean,Soil Organic Content,34.0
2018,Latin America & Caribbean,Supply Chain Infrastructure,41.2
2018,Latin America & Caribbean,Sustainable Agriculture,65.8
2018,Latin America & Caribbean,Telecommunications,68.9
2018,Middle East & North Africa,Access to Agricultural Resources,70.6
2018,Middle East & North Africa,Access to Diversified Financial Services,32.1
2018,Middle East & North Africa,Access to Financial Services,75.0
2018,Middle East & North Africa,Adoptation of Innovative Technologies,31.0
2018,Middle East & North Africa,Agricultural GDP,89.4
2018,Middle East & North Africa,Agricultural Production Volatility,66.8
2018,Middle East & North Africa,Agricultural R&D,30.8
2018,Middle East & North Africa,Agricultural Trade,69.0
2018,Middle East & North Africa,Agricultural Water Quality,67.9
2018,Middle East & North Africa,Agricultural Water Quantity,7.1
2018,Middle East & North Africa,Agricultural Women Empowerment,0.0
2018,Middle East & North Africa,Armed Conflict,67.9
2018,Middle East & North Africa,Biodiversity and Habitat,29.7
2018,Middle East & North Africa,Community Organizations,64.3
2018,Middle East & North Africa,Corruption,39.3
2018,Middle East & North Africa,Crop Storage Facilities,71.4
2018,Middle East & North Africa,Dependency on Chronic Food Aid,64.3
2018,Middle East & North Africa,Disaster Risk Management,30.1
2018,Middle East & North Africa,Early Warning Measures,14.3
2018,Middle East & North Africa,Ecosystem Services,59.5
2018,Middle East & North Africa,Financial Capital,67.5
2018,Middle East & North Africa,Food Dietary Diversity,47.4
2018,Middle East & North Africa,Food Loss,79.6
2018,Middle East & North Africa,Food Price Volatility,78.6
2018,Middle East & North Africa,Food Safety,85.4
2018,Middle East & North Africa,Food Safety Net Programs,80.6
2018,Middle East & North Africa,Food Security Policy Commitment,32.0
2018,Middle East & North Africa,Food Supply Sufficiency,66.8
2018,Middle East & North Africa,Food Systems Resilience Score,56.7
2018,Middle East & North Africa,Forest Change,73.1
2018,Middle East & North Africa,Gender Equality,62.2
2018,Middle East & North Africa,Green House Emission Per Capita,36.7
2018,Middle East & North Africa,Human Capital,67.0
2018,Middle East & North Africa,Income Inequality,59.4
2018,Middle East & North Africa,Irrigation Infrastructure,36.5
2018,Middle East & North Africa,KOFGI Globalization Index,64.5
2018,Middle East & North Africa,Labor Force Participation Rate,53.1
2018,Middle East & North Africa,Land Degradation,85.0
2018,Middle East & North Africa,Literacy Rate,91.5
2018,Middle East & North Africa,Manufactured Capital,49.1
2018,Middle East & North Africa,Micronutrient Availability,67.9
2018,Middle East & North Africa,Natural Capital,46.8
2018,Middle East & North Africa,Natural Hazard Exposure,68.9
2018,Middle East & North Africa,Nutritional Standards,60.8
2018,Middle East & North Africa,Per Capita GDP,53.2
2018,Middle East & North Africa,Political Stability Risk,40.4
2018,Middle East & North Africa,Population Growth Rate,59.6
2018,Middle East & North Africa,Poverty Population,92.7
2018,Middle East & North Africa,Protein Quality,76.8
2018,Middle East & North Africa,Social Capital,51.2
2018,Middle East & North Africa,Soil Organic Content,3.8
2018,Middle East & North Africa,Supply Chain Infrastructure,51.6
2018,Middle East & North Africa,Sustainable Agriculture,35.7
2018,Middle East & North Africa,Telecommunications,77.4
2018,North America,Access to Agricultural Resources,50.2
2018,North America,Access to Diversified Financial Services,100.0
2018,North America,Access to Financial Services,100.0
2018,North America,Adoptation of Innovative Technologies,50.0
2018,North America,Agricultural GDP,98.4
2018,North America,Agricultural Production Volatility,62.9
2018,North America,Agricultural R&D,38.2
2018,North America,Agricultural Trade,81.2
2018,North America,Agricultural Water Quality,100.0
2018,North America,Agricultural Water Quantity,62.5
2018,North America,Agricultural Women Empowerment,100.0
2018,North America,Armed Conflict,100.0
2018,North America,Biodiversity and Habitat,40.9
2018,North America,Community Organizations,100.0
2018,North America,Corruption,87.5
2018,North America,Crop Storage Facilities,50.0
2018,North America,Dependency on Chronic Food Aid,100.0
2018,North America,Disaster Risk Management,50.0
2018,North America,Early Warning Measures,100.0
2018,North America,Ecosystem Services,32.9
2018,North America,Financial Capital,90.1
2018,North America,Food Dietary Diversity,64.4
2018,North America,Food Loss,82.4
2018,North America,Food Price Volatility,100.0
2018,North America,Food Safety,99.8
2018,North America,Food Safety Net Programs,100.0
2018,North America,Food Security Policy Commitment,0.0
2018,North America,Food Supply Sufficiency,93.4
2018,North America,Food Systems Resilience Score,72.3
2018,North America,Forest Change,74.0
2018,North America,Gender Equality,83.2
2018,North America,Green House Emission Per Capita,3.6
2018,North America,Human Capital,86.8
2018,North America,Income Inequality,73.6
2018,North America,Irrigation Infrastructure,8.8
2018,North America,KOFGI Globalization Index,70.1
2018,North America,Labor Force Participation Rate,63.7
2018,North America,Land Degradation,76.7
2018,North America,Literacy Rate,NA
2018,North America,Manufactured Capital,57.2
2018,North America,Micronutrient Availability,78.9
2018,North America,Natural Capital,48.8
2018,North America,Natural Hazard Exposure,73.9
2018,North America,Nutritional Standards,94.4
2018,North America,Per Capita GDP,85.1
2018,North America,Political Stability Risk,85.0
2018,North America,Population Growth Rate,86.4
2018,North America,Poverty Population,99.2
2018,North America,Protein Quality,100.0
2018,North America,Social Capital,85.0
2018,North America,Soil Organic Content,43.6
2018,North America,Supply Chain Infrastructure,82.9
2018,North America,Sustainable Agriculture,100.0
2018,North America,Telecommunications,61.3
2018,South Asia,Access to Agricultural Resources,54.0
2018,South Asia,Access to Diversified Financial Services,50.0
2018,South Asia,Access to Financial Services,60.0
2018,South Asia,Adoptation of Innovative Technologies,33.3
2018,South Asia,Agricultural GDP,73.8
2018,South Asia,Agricultural Production Volatility,82.3
2018,South Asia,Agricultural R&D,28.9
2018,South Asia,Agricultural Trade,59.0
2018,South Asia,Agricultural Water Quality,5.0
2018,South Asia,Agricultural Water Quantity,25.0
2018,South Asia,Agricultural Women Empowerment,40.0
2018,South Asia,Armed Conflict,60.0
2018,South Asia,Biodiversity and Habitat,37.2
2018,South Asia,Community Organizations,90.0
2018,South Asia,Corruption,25.0
